name,lat,long,max_wind,mean_wind
BARNWELL REGIONAL AIRPORT,33.25,-81.38300000000064,13.548209366391175,3.826997245179064
BARSTOW-DAGGETT AIRPORT,34.853999999999836,-116.78600000000004,17.597808219178088,9.633424657534253
BARTER ISLAND AIRPORT,70.13399999999936,-143.57699999999934,20.88527777777781,13.138055555555555
BARTLESVILLE MUNICIPAL AIRPOR,36.76800000000002,-96.0260000000006,12.126027397260266,5.083013698630138
BARTLET COVE,58.450000000000394,-135.88300000000103,9.537950138504167,6.100277008310251
BARTOW MUNICIPAL AIRPORT,27.95000000000004,-81.78299999999963,15.346027397260272,5.587397260273974
BATESVILLE 8 WNW             ,35.81999999999982,-91.78099999999979,999.9000000000036,999.9000000000036
BATESVILLE REGIONAL ARPT,35.72600000000013,-91.64700000000057,10.250964187327831,4.429752066115698
BATON ROUGE METRO RYAN FIELD,30.537000000000134,-91.14700000000057,12.156986301369857,5.701095890410959
BATTLE MOUNTAIN AIRPORT,40.61199999999966,-116.89199999999984,14.078904109589034,5.000273972602741
BAUDETTE INTERNATIONAL APT,48.71700000000023,-94.59999999999937,13.687397260273961,7.209863013698631
BAY BRIDGE AIRPORT,38.96700000000013,-76.33299999999964,12.752616279069766,6.194767441860465
BAY CITY MUNICIPAL AIRPORT,28.97299999999996,-95.86300000000028,13.509041095890405,5.9320547945205435
BAY WAVELAND YACHT CLUB,30.316999999999783,-89.31699999999933,13.24078212290501,7.32877094972067
BAYOU GAUCHE,29.770000000000266,-90.41999999999916,10.677222222222237,3.161111111111108
BEACH AIRPORT,46.924999999999685,-103.98200000000047,17.729120879120885,9.480494505494505
BEALE AIR FORCE BASE,39.132999999999846,-121.43299999999978,11.876098901098912,5.918406593406597
BEATRICE MUNICIPAL AIRPORT,40.30099999999987,-96.7540000000006,15.753150684931502,7.735616438356164
BEAUFORT  NC,34.200000000000145,-76.66999999999935,12.786685552407924,7.155524079320111
BEAUFORT COUNTY AIRPORT,32.41200000000014,-80.63399999999922,12.498328690807794,5.830083565459609
BEAUFORT MCAS,32.48300000000013,-80.71700000000035,11.43589041095891,5.644657534246572
BEAUMONT MUNICIPAL AIRPORT,30.070999999999923,-94.21600000000029,12.23753424657533,5.297808219178084
BEAUREGARD REGIONAL AIRPORT,30.833000000000034,-93.33299999999944,46.04038461538461,3.266208791208792
BEAVER COUNTY AIRPORT,40.76699999999986,-80.4000000000004,13.346546546546554,5.328828828828829
BEAVER ISLAND AIRPORT,45.68900000000018,-85.56599999999962,13.957260273972597,6.844657534246572
BEDFORD 5 WNW                ,38.88800000000031,-86.57099999999993,999.9000000000036,999.9000000000036
BEEVILLE MUNICIPAL AIRPORT,28.350000000000108,-97.71700000000031,186.7796680497927,180.3717842323653
BELEN RGNL ARPT,34.64600000000016,-106.83600000000003,16.594986072423414,6.116434540389974
BELLEFONTAINE REGIONAL AIRPOR,40.36700000000016,-83.81699999999935,33.783835616438346,9.821095890410966
BELLINGHAM INTL AIRPORT,48.79400000000003,-122.53699999999925,11.399726027397264,5.514520547945206
BEMIDJI-BELTRAMI CO ARPT,47.5,-94.93300000000049,14.26,6.679452054794524
BEND MUNICIPAL AIRPORT,44.09499999999972,-121.19999999999965,20.95263157894735,4.856509695290857
BENSON MUNICIPAL AIRPORT,45.33200000000023,-95.65100000000074,14.826139817629176,7.2531914893617
BENTONVILLE MUNI/LOUIS M THAD,36.35000000000023,-94.2170000000002,12.640821917808205,6.430410958904108
BERGEN POINT,40.638999999999704,-74.1460000000004,999.9000000000032,0.0
BERKELEY COUNTY AIRPORT,33.18300000000028,-80.03299999999965,53.99610027855156,47.838718662952644
BERLIN MUNICIPAL AIRPORT,44.57599999999957,-71.17900000000007,9.68602739726028,3.2383561643835628
BERT MOONEY AIRPORT,45.96500000000012,-112.50099999999945,12.384657534246562,4.45068493150685
BERTHOUD PASS,39.799999999999756,-105.76600000000023,30.941917808219216,17.77753424657535
BESSEMER AIPORT,33.313000000000095,-86.92599999999966,9.955211267605648,4.897464788732392
BETHEL 87 WNW                ,61.34700000000026,-164.07699999999917,999.9000000000029,999.9000000000029
BETHEL AIRPORT,60.784999999999876,-161.82899999999944,16.690659340659334,9.850824175824176
BETTLES AIRPORT,66.9170000000003,-151.51499999999953,14.061643835616449,4.063561643835617
BEVERLY MUNICIPAL AIRPORT,42.58400000000029,-70.9180000000004,13.370136986301356,6.948767123287673
BICYCLE LAKE FORT IRWIN AAF,35.2829999999999,-116.63300000000092,15.002808988764045,6.439887640449438
BIG BAY,46.81699999999954,-87.71700000000037,21.435180055401666,4.000277008310252
BIG CARLOS PASS,26.39999999999983,-81.88000000000022,14.21098265895954,8.185549132947974
BIG PINEY-MARBLETON ARPT,42.58400000000029,-110.10800000000016,14.94164383561643,6.015068493150685
BIG SABLE POINT,44.049999999999756,-86.51699999999985,20.56595744680852,13.872340425531918
BIG SANDY REGIONAL AIRPORT,37.75100000000017,-82.6369999999996,9.36160220994476,3.5116022099447504
BIG SRNG MCMHN-WRKLE ARPT,32.21299999999987,-101.52100000000044,17.534023668639044,9.018934911242603
BIGFORK MUNICIPAL AIRPORT,47.78299999999978,-93.65000000000062,9.392458100558674,3.4804469273743015
BIGGS AAF / FT BLISS TEXAS US,31.850000000000215,-106.37999999999988,15.371349862258967,6.631955922865011
BILLINGS LOGAN INTERNATIONAL,45.80700000000028,-108.54200000000067,19.82794520547945,9.276712328767129
BILLY MITCHELL AIRPORT,35.23300000000014,-75.62199999999962,12.544956772334286,7.510951008645526
BIRCHWOOD AIRPORT,61.416000000000054,-149.50699999999946,7.712121212121222,3.0209366391184584
BIRMINGHAM INTERNATIONAL AIRP,33.56600000000014,-86.74499999999969,11.94931506849314,5.111232876712327
BISBEE DOUGLAS INTL ARPT,31.458000000000045,-109.60599999999981,15.294246575342463,6.742465753424658
BISHOP AIRPORT,37.370999999999725,-118.35800000000016,15.116164383561637,6.857260273972604
BISHOP INTERNATIONAL AIRPORT,42.96700000000019,-83.74899999999981,14.2558904109589,7.5526027397260265
BISHOPS HEAD,38.219999999999786,-76.0299999999997,15.333426183844013,8.87437325905292
BISMARCK MUNICIPAL AIRPORT,46.78299999999979,-100.75700000000028,15.624383561643832,7.814520547945207
BLACK HILLS AIRPORT CLYDE ICE,44.483000000000146,-103.7830000000001,21.79068493150685,13.251780821917807
BLACK RIVER FALLS AREA AIRPOR,44.251000000000175,-90.85499999999966,10.293956043956047,3.6780219780219765
BLACKVILLE 3 W               ,33.35499999999972,-81.32800000000051,999.9000000000036,999.9000000000036
BLACKWELL TONKAWA MUNICIPAL A,36.75,-97.34999999999934,17.365205479452047,8.783835616438363
BLAIR MUNICIPAL AIRPORT,41.41200000000017,-96.1090000000001,15.698082191780815,8.149863013698628
BLAIRSVILLE AIRPORT,34.85000000000022,-83.98300000000016,9.747206703910628,3.1935754189944134
BLAKE FIELD AIRPORT,38.78299999999987,-108.06699999999974,16.538953488372076,7.549127906976742
BLIGH REEF LIGHT,60.840000000000124,-146.87999999999923,16.908310249307505,9.819667590027702
BLOCK ISLAND STATE AIRPORT,41.16799999999979,-71.57800000000012,16.18920863309352,10.137410071942444
BLOSSER MUNICIPAL AIRPORT,39.55099999999987,-97.65100000000055,16.46575342465753,9.15671232876712
BLUE CANYON - NYACK ARPT,39.27700000000004,-120.70999999999931,10.896712328767132,5.141369863013699
BLUE GRASS AIRPORT,38.04099999999976,-84.60599999999982,13.191506849315058,6.874794520547947
BLUE RIDGE AIRPORT,36.63099999999985,-80.01800000000001,63.76211699164348,1.7618384401114207
BLYTHE AIRPORT,33.61900000000011,-114.71399999999996,14.65287671232876,7.058630136986304
BLYTHEVILLE MUNI AIRPORT,35.94000000000008,-89.83099999999921,13.302739726027392,6.833698630136985
BOB BARKER MEMORIAL AIRPORT,66.98300000000015,-160.43299999999945,12.079874213836463,6.061006289308176
BOB SIKES AIRPORT,30.78000000000012,-86.52300000000034,15.968219178082201,9.235890410958904
BOBBY L CHAIN MUNI AIRPORT,31.28199999999987,-89.25300000000043,10.909972299168981,4.116343490304708
BOCA RATON AIRPORT,26.37799999999999,-80.10800000000016,16.452209944751374,8.378729281767958
BODEGA 6 WSW                 ,38.32099999999992,-123.07499999999963,999.9000000000033,999.9000000000033
BOEING FLD/KING CO INTL AP,47.5300000000002,-122.30099999999962,9.047945205479472,4.083287671232872
BOGUE FIELD MARINE CORPS AUXI,34.68300000000031,-77.03299999999966,13.416253443526161,7.484573002754819
BOIRE FIELD AIRPORT,42.78299999999981,-71.51699999999984,11.244657534246578,4.861643835616442
BOISE AIR TERMINAL/GOWEN FD A,43.56699999999957,-116.24100000000111,13.639726027397261,6.276164383561647
BOLINDER FIELD TOOELE VALLEY,40.61199999999967,-112.35100000000004,39.35305555555555,31.34694444444444
BOLTON FIELD AIRPORT,39.89999999999976,-83.13300000000066,13.075342465753419,6.0747945205479486
BON SECOUR,30.328999999999894,-87.82900000000039,14.443928571428566,8.857500000000005
BOOMVANG SPUR OIL PLATFORM,27.350000000000186,-94.63300000000075,19.36694677871149,12.24397759103642
BOONE,36.200000000000195,-81.65000000000052,57.31260273972603,3.801095890410958
BOONE COUNTY AIRPORT,36.26699999999986,-93.15699999999946,12.059178082191773,5.912328767123286
BOONE MUNICIPAL AIRPORT,42.04900000000039,-93.84800000000081,16.067226890756302,8.655462184873949
BOOTHVILLE,29.331495495495574,-89.40398798798908,20.27117117117119,15.040690690690688
BORDEN FLATS LIGHT,41.700000000000266,-71.16999999999942,16.743888888888897,9.564722222222223
BOSCOBEL AIRPORT,43.15600000000039,-90.6779999999999,10.117534246575346,4.149041095890412
BOSTON,42.35000000000024,-71.04999999999956,999.900000000003,0.0
BOULDER 14 W                 ,40.03499999999988,-105.54099999999993,999.9000000000036,999.9000000000036
BOULDER MUNICIPAL AIRPORT,37.989999999999924,-110.03899999999976,14.695342465753457,5.100000000000002
BOUNDARY COUNTY AIRPORT,48.726000000000106,-116.29499999999895,28.082191780821926,2.3356164383561633
BOW GRN-WARREN CO. RGNL AP,36.96500000000012,-86.42399999999978,11.272328767123287,4.803013698630143
BOWERMAN AIRPORT,46.97300000000004,-123.93000000000025,13.955342465753429,7.115068493150681
BOWERS FIELD AIRPORT,47.03399999999976,-120.52999999999938,15.028219178082226,7.030958904109588
BOWLING GREEN 21 NNE         ,37.25,-86.23300000000016,999.9000000000036,999.9000000000036
